Date,lat,long
07,49.235,-2.172
07,49.235,-2.172
07,49.198,-2.139
07,49.198,-2.139
07,49.189,-2.197
07,49.189,-2.197
07,49.194,-2.127
07,49.194,-2.127
07,49.194,-2.127
07,49.169,-2.052
07,49.169,-2.048
07,49.209,-2.063
07,49.209,-2.153
07,49.214,-2.183
07,49.214,-2.183
07,49.198,-2.135
07,49.182,-2.037
07,49.169,-2.052
07,49.169,-2.052
07,49.169,-2.052
07,49.197,-2.095
07,49.198,-2.080
07,49.181,-2.070
07,49.181,-2.070
07,49.208,-2.066
07,49.208,-2.066
07,49.208,-2.066
07,49.224,-2.113
07,49.213,-2.182
07,49.213,-2.182
07,49.195,-2.131
07,49.188,-2.188
07,49.183,-2.077
07,49.232,-2.089
07,49.232,-2.089
07,49.184,-2.099
07,49.235,-2.161
07,49.167,-2.061
07,49.172,-2.031
07,49.220,-2.114
07,49.220,-2.114
07,49.192,-2.124
07,49.191,-2.121
07,49.184,-2.181
07,49.184,-2.181
07,49.187,-2.170
07,49.187,-2.170
07,49.199,-2.021
07,49.167,-2.064
07,49.169,-2.029
07,49.199,-2.021
07,49.190,-2.097
07,49.180,-2.080
07,49.182,-2.079
07,49.198,-2.080
07,49.218,-2.114
07,49.166,-2.069
07,49.179,-2.083
07,49.196,-2.082
07,49.209,-2.112
07,49.205,-2.181
07,49.179,-2.175
07,49.198,-2.197
07,49.163,-2.075
07,49.163,-2.075
07,49.163,-2.075
07,49.163,-2.075
07,49.167,-2.082
07,49.183,-2.102
07,49.194,-2.082
07,49.194,-2.082
07,49.194,-2.082
07,49.209,-2.112
07,49.209,-2.112
07,49.246,-2.139
07,49.246,-2.139
07,49.246,-2.139
07,49.227,-2.149
07,49.201,-2.180
07,49.201,-2.180
07,49.188,-2.175
07,49.188,-2.175
07,49.188,-2.175
07,49.183,-2.110
07,49.183,-2.110
07,49.183,-2.110
07,49.183,-2.110
07,49.195,-2.159
07,49.183,-2.110
07,49.183,-2.110
07,49.170,-2.083
07,49.164,-2.079
07,49.166,-2.039
07,49.206,-2.113
07,49.246,-2.139
07,49.227,-2.145
07,49.227,-2.145
07,49.204,-2.154
07,49.204,-2.154
07,49.172,-2.172
07,49.184,-2.220
07,49.187,-2.170
07,49.187,-2.170
07,49.198,-2.146
07,49.191,-2.199
07,49.191,-2.199
07,49.191,-2.199
07,49.191,-2.199
07,49.183,-2.110
07,49.183,-2.110
07,49.183,-2.110
07,49.170,-2.083
07,49.193,-2.104
07,49.193,-2.104
07,49.167,-2.082
07,49.196,-2.031
07,49.167,-2.082
07,49.167,-2.082
07,49.196,-2.031
07,49.184,-2.099
07,49.177,-2.087
07,49.227,-2.145
07,49.227,-2.145
07,49.202,-2.154
07,49.202,-2.154
07,49.169,-2.081
07,49.169,-2.081
07,49.169,-2.081
07,49.193,-2.034
07,49.169,-2.084
07,49.167,-2.082
07,49.206,-2.097
07,49.206,-2.097
07,49.198,-2.113
07,49.198,-2.113
07,49.222,-2.142
07,49.202,-2.154
07,49.202,-2.154
07,49.245,-2.199
07,49.183,-2.179
07,49.198,-2.139
07,49.198,-2.139
07,49.189,-2.197
07,49.189,-2.197
07,49.198,-2.139
07,49.198,-2.139
07,49.168,-2.080
07,49.168,-2.080
07,49.195,-2.106
07,49.181,-2.087
07,49.200,-2.152
07,49.198,-2.135
07,49.183,-2.110
07,49.183,-2.110
07,49.168,-2.080
07,49.174,-2.089
07,49.167,-2.064
07,49.191,-2.099
07,49.191,-2.099
07,49.178,-2.092
07,49.179,-2.090
07,49.182,-2.102
07,49.199,-2.148
07,49.187,-2.175
07,49.217,-2.050
07,49.198,-2.135
07,49.195,-2.160
07,49.198,-2.135
07,49.198,-2.135
07,49.198,-2.135
07,49.184,-2.181
07,49.184,-2.181
07,49.167,-2.079
07,49.167,-2.079
07,49.167,-2.079
07,49.200,-2.112
07,49.176,-2.092
07,49.191,-2.099
07,49.182,-2.102
07,49.182,-2.102
07,49.213,-2.141
07,49.213,-2.141
07,49.215,-2.044
07,49.215,-2.044
07,49.196,-2.157
07,49.196,-2.157
07,49.196,-2.157
07,49.196,-2.157
07,49.196,-2.157
07,49.167,-2.079
07,49.167,-2.079
07,49.163,-2.075
07,49.177,-2.101
07,49.163,-2.075
07,49.163,-2.075
07,49.163,-2.075
07,49.201,-2.091
07,49.187,-2.111
07,49.207,-2.142
07,49.187,-2.170
07,49.187,-2.170
07,49.187,-2.170
07,49.187,-2.170
07,49.194,-2.127
07,49.194,-2.127
07,49.194,-2.127
07,49.189,-2.118
07,49.189,-2.118
07,49.199,-2.021
07,49.163,-2.075
07,49.194,-2.090
07,49.2,-2.095
07,49.2,-2.095
07,49.207,-2.142
07,49.207,-2.142
07,49.207,-2.142
07,49.207,-2.142
07,49.207,-2.142
07,49.196,-2.152
07,49.185,-2.198
07,49.205,-2.194
07,49.205,-2.194
07,49.205,-2.194
07,49.205,-2.194
07,49.192,-2.124
07,49.179,-2.103
07,49.237,-2.054
07,49.232,-2.202
07,49.196,-2.152
07,49.205,-2.194
07,49.205,-2.194
07,49.198,-2.146
07,49.192,-2.124
07,49.205,-2.194
07,49.205,-2.194
07,49.237,-2.054
07,49.185,-2.193
07,49.185,-2.193
07,49.205,-2.194
07,49.205,-2.194
07,49.205,-2.194
07,49.205,-2.194
07,49.205,-2.194
07,49.205,-2.194
07,49.205,-2.194
07,49.168,-2.080
07,49.168,-2.080
07,49.168,-2.080
07,49.198,-2.114
07,49.198,-2.114
07,49.198,-2.114
07,49.176,-2.092
07,49.198,-2.135
07,49.185,-2.193
07,49.196,-2.157
07,49.196,-2.157
07,49.196,-2.157
07,49.205,-2.194
07,49.205,-2.194
07,49.198,-2.140
07,49.196,-2.113
07,49.199,-2.021
07,49.167,-2.043
07,49.167,-2.043
07,49.177,-2.096
07,49.181,-2.220
07,49.181,-2.220
07,49.181,-2.220
07,49.235,-2.045
07,49.235,-2.045
07,49.244,-2.160
07,49.184,-2.188
07,49.184,-2.188
07,49.202,-2.053
07,49.205,-2.194
07,49.205,-2.194
07,49.205,-2.194
07,49.205,-2.194
07,49.198,-2.139
07,49.169,-2.084
07,49.169,-2.084
07,49.196,-2.113
07,49.196,-2.089
07,49.192,-2.124
07,49.205,-2.194
07,49.173,-2.088
07,49.193,-2.115
07,49.193,-2.115
07,49.199,-2.021
07,49.169,-2.055
07,49.169,-2.052
07,49.198,-2.146
07,49.204,-2.189
07,49.174,-2.089
07,49.169,-2.055
07,49.169,-2.055
07,49.167,-2.082
07,49.229,-2.044
07,49.246,-2.139
07,49.213,-2.182
07,49.213,-2.182
07,49.176,-2.173
07,49.198,-2.142
07,49.204,-2.064
07,49.182,-2.037
07,49.246,-2.139
07,49.246,-2.139
07,49.246,-2.139
07,49.208,-2.066
07,49.208,-2.066
07,49.208,-2.066
07,49.208,-2.066
07,49.198,-2.197
07,49.198,-2.197
07,49.205,-2.194
07,49.205,-2.194
07,49.198,-2.197
07,49.201,-2.196
07,49.201,-2.196
07,49.177,-2.089
07,49.177,-2.089
07,49.197,-2.028
07,49.179,-2.035
07,49.199,-2.021
07,49.197,-2.028
07,49.246,-2.139
07,49.246,-2.139
07,49.246,-2.139
07,49.246,-2.139
07,49.253,-2.239
07,49.172,-2.173
07,49.198,-2.135
07,49.208,-2.066
07,49.208,-2.066
07,49.164,-2.079
07,49.196,-2.031
07,49.196,-2.031
07,49.196,-2.031
07,49.220,-2.048
07,49.181,-2.238
07,49.177,-2.173
07,49.194,-2.198
07,49.194,-2.198
07,49.194,-2.198
07,49.194,-2.198
07,49.164,-2.079
07,49.176,-2.031
07,49.193,-2.035
07,49.193,-2.035
07,49.193,-2.035
07,49.193,-2.035
07,49.245,-2.134
07,49.245,-2.134
07,49.205,-2.181
07,49.194,-2.127
07,49.199,-2.078
07,49.205,-2.194
07,49.191,-2.199
07,49.191,-2.199
07,49.191,-2.199
07,49.167,-2.082
07,49.169,-2.084
07,49.19,-2.038
07,49.19,-2.038
07,49.245,-2.129
07,49.245,-2.129
07,49.251,-2.226
07,49.198,-2.080
07,49.201,-2.196
07,49.205,-2.194
07,49.165,-2.035
07,49.186,-2.039
07,49.215,-2.054
07,49.245,-2.125
07,49.245,-2.142
07,49.245,-2.142
07,49.201,-2.180
07,49.192,-2.124
07,49.192,-2.124
07,49.191,-2.121
07,49.198,-2.080
07,49.205,-2.194
07,49.201,-2.196
07,49.205,-2.194
07,49.205,-2.194
07,49.189,-2.193
07,49.205,-2.194
07,49.205,-2.194
07,49.196,-2.152
07,49.182,-2.037
07,49.196,-2.031
07,49.196,-2.031
07,49.176,-2.092
07,49.166,-2.039
07,49.210,-2.061
07,49.210,-2.061
07,49.245,-2.125
07,49.245,-2.125
07,49.245,-2.125
07,49.245,-2.125
07,49.245,-2.125
07,49.245,-2.125
07,49.184,-2.220
07,49.198,-2.082
07,49.198,-2.082
07,49.205,-2.194
07,49.205,-2.194
07,49.198,-2.197
07,49.205,-2.194
07,49.205,-2.194
07,49.205,-2.194
07,49.205,-2.194
07,49.187,-2.186
07,49.205,-2.194
07,49.187,-2.186
07,49.205,-2.194
07,49.187,-2.186
07,49.182,-2.037
07,49.215,-2.188
07,49.215,-2.188
07,49.196,-2.177
07,49.186,-2.115
07,49.185,-2.217
07,49.185,-2.217
07,49.185,-2.217
07,49.188,-2.174
07,49.197,-2.084
07,49.197,-2.084
07,49.194,-2.198
07,49.205,-2.194
07,49.198,-2.146
07,49.205,-2.194
07,49.205,-2.194
07,49.205,-2.194
07,49.169,-2.048
07,49.169,-2.048
07,49.177,-2.104
07,49.183,-2.050
07,49.183,-2.050
07,49.183,-2.050
07,49.208,-2.066
07,49.242,-2.117
07,49.187,-2.216
07,49.185,-2.217
07,49.185,-2.217
07,49.187,-2.170
07,49.187,-2.170
07,49.196,-2.088
07,49.191,-2.199
07,49.184,-2.181
07,49.184,-2.181
07,49.184,-2.181
07,49.191,-2.199
07,49.198,-2.139
07,49.184,-2.181
07,49.198,-2.139
07,49.184,-2.181
07,49.183,-2.109
07,49.176,-2.041
07,49.169,-2.052
07,49.182,-2.037
07,49.203,-2.073
07,49.237,-2.168
07,49.188,-2.215
07,49.187,-2.216
07,49.184,-2.181
07,49.189,-2.197
07,49.198,-2.135
07,49.184,-2.109
07,49.183,-2.109
07,49.183,-2.109
07,49.183,-2.109
07,49.183,-2.109
07,49.183,-2.109
07,49.183,-2.109
07,49.169,-2.055
07,49.169,-2.055
07,49.169,-2.055
07,49.169,-2.055
07,49.181,-2.059
07,49.181,-2.059
07,49.181,-2.059
07,49.181,-2.059
07,49.181,-2.059
07,49.238,-2.111
07,49.238,-2.111
07,49.238,-2.205
07,49.192,-2.166
07,49.213,-2.182
07,49.188,-2.215
07,49.198,-2.135
07,49.184,-2.109
07,49.184,-2.109
07,49.183,-2.109
07,49.183,-2.109
07,49.173,-2.054
07,49.173,-2.054
07,49.167,-2.061
07,49.198,-2.080
07,49.236,-2.174
07,49.236,-2.174
07,49.236,-2.174
07,49.232,-2.202
07,49.232,-2.202
07,49.194,-2.164
07,49.196,-2.133
07,49.189,-2.209
07,49.189,-2.209
07,49.189,-2.209
07,49.189,-2.209
07,49.189,-2.209
07,49.187,-2.186
07,49.195,-2.131
07,49.195,-2.131
07,49.183,-2.109
07,49.183,-2.109
07,49.167,-2.061
07,49.196,-2.082
07,49.196,-2.082
07,49.232,-2.202
07,49.232,-2.202
07,49.232,-2.202
07,49.232,-2.202
07,49.232,-2.202
07,49.232,-2.202
07,49.196,-2.157
07,49.196,-2.157
07,49.196,-2.157
07,49.196,-2.157
07,49.189,-2.208
07,49.189,-2.209
07,49.189,-2.209
07,49.189,-2.209
07,49.196,-2.152
07,49.194,-2.127
07,49.184,-2.181
07,49.187,-2.170
07,49.187,-2.170
07,49.194,-2.127
07,49.184,-2.181
07,49.187,-2.170
07,49.187,-2.170
07,49.165,-2.031
07,49.183,-2.077
07,49.194,-2.082
07,49.220,-2.114
07,49.220,-2.114
07,49.235,-2.172
07,49.235,-2.172
07,49.235,-2.172
07,49.235,-2.172
07,49.235,-2.172
07,49.189,-2.206
07,49.189,-2.206
08,49.198,-2.146
08,49.194,-2.127
08,49.172,-2.074
08,49.172,-2.074
08,49.163,-2.075
08,49.163,-2.075
08,49.163,-2.075
08,49.163,-2.075
08,49.163,-2.075
08,49.183,-2.077
08,49.183,-2.077
08,49.190,-2.087
08,49.218,-2.114
08,49.220,-2.114
08,49.235,-2.170
08,49.234,-2.172
08,49.190,-2.202
08,49.190,-2.202
08,49.190,-2.202
08,49.190,-2.202
08,49.194,-2.127
08,49.201,-2.196
08,49.201,-2.196
08,49.170,-2.083
08,49.170,-2.083
08,49.166,-2.039
08,49.164,-2.079
08,49.166,-2.039
08,49.164,-2.079
08,49.182,-2.079
08,49.182,-2.079
08,49.182,-2.079
08,49.182,-2.079
08,49.238,-2.099
08,49.214,-2.113
08,49.214,-2.113
08,49.214,-2.113
08,49.235,-2.189
08,49.235,-2.189
08,49.190,-2.202
08,49.198,-2.139
08,49.198,-2.139
08,49.198,-2.197
08,49.188,-2.175
08,49.188,-2.175
08,49.186,-2.115
08,49.169,-2.081
08,49.169,-2.081
08,49.167,-2.082
08,49.186,-2.039
08,49.179,-2.082
08,49.179,-2.082
08,49.198,-2.146
08,49.191,-2.199
08,49.191,-2.199
08,49.191,-2.199
08,49.191,-2.199
08,49.191,-2.199
08,49.191,-2.199
08,49.198,-2.135
08,49.198,-2.135
08,49.191,-2.199
08,49.188,-2.175
08,49.188,-2.175
08,49.188,-2.175
08,49.168,-2.080
08,49.168,-2.080
08,49.184,-2.108
08,49.186,-2.039
08,49.167,-2.082
08,49.167,-2.082
08,49.186,-2.039
08,49.179,-2.082
08,49.235,-2.085
08,49.206,-2.113
08,49.233,-2.183
08,49.191,-2.199
08,49.191,-2.199
08,49.191,-2.199
08,49.191,-2.199
08,49.195,-2.131
08,49.195,-2.131
08,49.187,-2.170
08,49.187,-2.170
08,49.191,-2.199
08,49.191,-2.199
08,49.168,-2.079
08,49.173,-2.088
08,49.169,-2.052
08,49.169,-2.052
08,49.199,-2.021
08,49.177,-2.087
08,49.235,-2.085
08,49.235,-2.085
08,49.231,-2.154
08,49.231,-2.154
08,49.231,-2.154
08,49.194,-2.198
08,49.194,-2.198
08,49.194,-2.198
08,49.194,-2.198
08,49.194,-2.198
08,49.187,-2.170
08,49.187,-2.170
08,49.187,-2.170
08,49.189,-2.197
08,49.189,-2.197
08,49.167,-2.079
08,49.167,-2.079
08,49.167,-2.079
08,49.167,-2.079
08,49.187,-2.110
08,49.186,-2.039
08,49.167,-2.061
08,49.179,-2.035
08,49.182,-2.098
08,49.232,-2.089
08,49.198,-2.113
08,49.198,-2.113
08,49.227,-2.182
08,49.198,-2.146
08,49.194,-2.198
08,49.194,-2.198
08,49.196,-2.157
08,49.189,-2.193
08,49.194,-2.127
08,49.167,-2.079
08,49.176,-2.031
08,49.176,-2.092
08,49.212,-2.082
08,49.181,-2.087
08,49.181,-2.087
08,49.181,-2.087
08,49.232,-2.089
08,49.232,-2.089
08,49.232,-2.089
08,49.227,-2.149
08,49.197,-2.197
08,49.197,-2.197
08,49.217,-2.050
08,49.187,-2.186
08,49.192,-2.166
08,49.167,-2.079
08,49.172,-2.031
08,49.199,-2.021
08,49.166,-2.069
08,49.172,-2.031
08,49.216,-2.081
08,49.233,-2.091
08,49.227,-2.149
08,49.227,-2.149
08,49.227,-2.149
08,49.227,-2.149
08,49.227,-2.149
08,49.227,-2.149
08,49.198,-2.135
08,49.198,-2.135
08,49.200,-2.196
08,49.200,-2.196
08,49.200,-2.196
08,49.184,-2.181
08,49.193,-2.104
08,49.176,-2.041
08,49.163,-2.075
08,49.186,-2.039
08,49.186,-2.039
08,49.186,-2.039
08,49.225,-2.093
08,49.227,-2.145
08,49.227,-2.149
08,49.194,-2.127
08,49.195,-2.131
08,49.200,-2.196
08,49.200,-2.196
08,49.215,-2.044
08,49.184,-2.181
08,49.199,-2.021
08,49.229,-2.073
08,49.186,-2.045
08,49.190,-2.087
08,49.227,-2.145
08,49.227,-2.145
08,49.227,-2.145
08,49.227,-2.145
08,49.217,-2.173
08,49.194,-2.127
08,49.204,-2.189
08,49.204,-2.189
08,49.196,-2.157
08,49.198,-2.146
08,49.183,-2.109
08,49.183,-2.109
08,49.183,-2.109
08,49.168,-2.080
08,49.168,-2.080
08,49.168,-2.080
08,49.168,-2.080
08,49.168,-2.080
08,49.173,-2.054
08,49.166,-2.038
08,49.183,-2.049
08,49.214,-2.171
08,49.214,-2.171
08,49.192,-2.124
08,49.188,-2.175
08,49.188,-2.175
08,49.198,-2.139
08,49.188,-2.175
08,49.188,-2.175
08,49.188,-2.175
08,49.183,-2.109
08,49.167,-2.082
08,49.197,-2.109
08,49.197,-2.109
08,49.173,-2.054
08,49.173,-2.054
08,49.173,-2.054
08,49.197,-2.028
08,49.167,-2.082
08,49.167,-2.043
08,49.227,-2.069
08,49.218,-2.140
08,49.188,-2.175
08,49.183,-2.109
08,49.183,-2.109
08,49.183,-2.109
08,49.183,-2.109
08,49.169,-2.084
08,49.169,-2.084
08,49.169,-2.084
08,49.198,-2.109
08,49.198,-2.109
08,49.196,-2.031
08,49.196,-2.031
08,49.169,-2.048
08,49.169,-2.048
08,49.169,-2.048
08,49.181,-2.059
08,49.181,-2.059
08,49.181,-2.059
08,49.211,-2.097
08,49.211,-2.096
08,49.213,-2.141
08,49.206,-2.178
08,49.198,-2.135
08,49.198,-2.135
08,49.196,-2.157
08,49.187,-2.170
08,49.198,-2.135
08,49.187,-2.170
08,49.198,-2.135
08,49.188,-2.170
08,49.188,-2.170
08,49.183,-2.109
08,49.183,-2.109
08,49.200,-2.112
08,49.171,-2.065
08,49.171,-2.065
08,49.193,-2.035
08,49.193,-2.035
08,49.195,-2.033
08,49.195,-2.033
08,49.181,-2.059
08,49.181,-2.059
08,49.207,-2.142
08,49.202,-2.036
08,49.195,-2.131
08,49.195,-2.131
08,49.195,-2.131
08,49.195,-2.131
08,49.173,-2.089
08,49.173,-2.089
08,49.173,-2.088
08,49.171,-2.068
08,49.193,-2.035
08,49.193,-2.035
08,49.169,-2.055
08,49.216,-2.075
08,49.180,-2.067
08,49.205,-2.098
08,49.205,-2.098
08,49.207,-2.142
08,49.207,-2.142
08,49.204,-2.154
08,49.204,-2.154
08,49.192,-2.166
08,49.198,-2.146
08,49.198,-2.146
08,49.176,-2.088
08,49.174,-2.089
08,49.171,-2.071
08,49.171,-2.071
08,49.190,-2.038
08,49.167,-2.061
08,49.190,-2.038
08,49.219,-2.053
08,49.219,-2.053
08,49.219,-2.053
08,49.204,-2.140
08,49.202,-2.154
08,49.194,-2.127
08,49.172,-2.074
08,49.172,-2.074
